2009,1,1,0.113,0.044,1.858,1.045,0.007,0.0,5.607,0.293,5.833,0.0,2.538,0.387,4.238,1.393,1.958,1.371,3.751,0.641,5.92,0.0,1.921,3.762,2.569,1.898,0.232,0.297,7.249,3.004,1.12,0.376,0.47,12.161,3.573,2.824,3.32,1.484,4.536,7.009,7.156,0.171,0.01,0.068,1.495,0.799,7.949,2.762,2.125,13.856,4.613,0.844,0.462,0.437,3.419,1.736,0.0,19.962,0.1,1.864,0.297,2.4,0.094,0.062,0.061,5.092,0.077,2.287,0.084,0.0,0.536,1.711,3.143,4.989,2.593,5.89,15.573,0.654,0.816,1.136,1.652,0.028,0.28,2.064,4.651,2.627,1.525,3.889,2.953,1.632,0.137,2.952,6.308,12.172,4.133,0.198,0.146,4.104,7.022,9.119,4.023,0.534,1.618,0.214,7.008,1.148,0.888,0.518,0.844,7.494,11.663,6.13,4.311,16.232,0.9,3.117,14.666,1.385,0.015,1.893,5.893,3.543,3.999,1.105,5.849,0.433,3.211,3.277,9.498,1.552,24.758,1.489,11.091,2.288
2009,1,2,0.0,0.599,1.083,2.022,0.023,0.105,6.882,2.156,0.197,0.644,1.871,0.481,4.336,9.748,1.042,0.482,11.57,1.882,4.14,0.087,2.481,6.978,0.132,4.342,0.74,0.4,1.002,0.749,0.0,0.107,7.016,3.336,6.08,1.136,2.266,0.279,0.899,2.779,1.393,0.693,0.319,0.002,0.109,2.145,11.257,1.461,0.45,16.003,3.995,1.001,0.78,6.515,16.91,6.057,4.502,0.766,0.054,6.811,0.876,2.189,0.614,0.299,0.124,9.892,1.019,2.774,0.023,0.0,3.26,0.606,8.204,0.341,1.49,8.837,8.268,1.386,4.85,0.458,3.502,0.008,1.017,3.893,6.915,5.583,1.374,12.789,5.564,0.388,2.858,1.78,1.936,7.336,1.439,0.956,0.71,0.163,1.489,6.307,9.035,0.322,2.589,0.031,4.293,0.044,0.055,0.307,4.611,13.285,4.577,2.284,3.625,11.734,0.805,0.443,6.102,0.691,0.129,1.281,0.357,3.389,14.498,0.027,5.521,0.633,2.062,19.47,0.961,5.838,13.482,22.753,6.105,16.77
2009,1,3,0.0,2.12,2.745,6.716,2.135,0.0,6.852,1.838,0.079,0.467,3.088,0.007,11.081,17.448,4.132,0.0,16.434,1.3,3.927,0.952,13.222,9.411,0.004,2.666,0.0,0.0,1.734,2.348,0.289,0.0,6.458,1.417,4.172,2.182,1.2,3.085,0.959,6.868,2.723,1.078,1.974,2.36,0.047,3.436,4.527,5.056,1.023,22.068,3.69,2.087,9.817,1.088,6.063,0.0,3.128,0.313,0.036,13.567,1.438,3.857,1.9,3.633,1.674,11.488,0.028,0.963,2.767,0.07,12.597,0.01,16.229,0.381,2.528,0.387,2.784,0.304,6.125,11.53,0.867,1.149,2.42,6.813,10.302,3.984,0.26,11.313,3.734,0.977,0.911,1.941,7.443,1.689,0.043,2.061,4.883,2.309,1.908,4.989,0.555,0.151,4.482,0.227,5.418,0.326,1.345,0.227,2.506,16.533,1.947,4.872,1.374,0.27,0.588,0.746,8.638,2.046,4.869,3.451,13.084,1.418,5.003,0.0,1.089,1.622,1.973,7.513,3.26,3.653,16.985,13.02,13.179,5.641
2009,1,4,0.0,3.477,5.004,0.34,3.16,0.296,4.797,0.774,1.836,3.421,0.908,0.634,11.437,20.923,7.978,0.223,5.461,9.538,5.827,0.379,12.551,10.218,0.012,9.046,0.035,0.007,7.45,0.0,2.767,0.0,0.0,10.987,3.955,6.123,3.227,3.351,1.366,2.274,2.986,5.863,7.797,1.819,0.183,3.406,20.662,2.537,5.363,2.688,23.923,2.534,0.911,0.981,3.043,0.012,3.658,0.165,0.107,5.412,8.052,2.227,0.099,8.699,0.829,12.128,0.003,2.158,0.369,0.0,4.052,0.688,13.302,0.132,1.35,0.155,2.589,0.199,16.916,12.013,2.213,2.874,0.803,2.918,19.643,2.863,1.803,7.273,1.902,7.801,0.267,8.358,3.097,2.471,0.429,2.126,0.861,3.256,5.607,2.593,0.246,3.503,4.5,2.911,13.721,1.238,3.346,2.562,1.935,6.173,0.302,1.602,0.156,8.221,2.081,6.413,0.143,0.016,13.429,1.936,16.355,0.617,9.41,1.817,11.847,6.772,7.476,25.362,0.274,0.824,14.862,2.105,1.723,0.567
2009,1,5,0.296,3.549,1.528,1.08,3.067,0.029,3.798,1.011,3.054,0.536,0.035,4.667,1.393,4.099,13.738,0.966,3.055,17.276,2.074,0.384,13.965,3.671,0.043,4.098,5.55,2.055,5.925,0.64,6.688,0.098,0.262,3.98,0.636,4.946,8.601,0.553,0.006,4.325,0.104,3.086,2.414,0.732,3.275,1.068,10.961,0.247,0.413,4.6,20.773,1.883,6.025,0.203,1.055,0.34,1.429,0.008,0.802,2.835,0.033,4.545,0.015,6.855,10.521,12.826,1.755,2.431,0.223,0.591,5.72,5.58,1.978,2.664,0.524,0.227,1.631,4.152,15.2,4.801,1.43,6.696,0.164,5.358,3.004,2.955,6.755,4.181,0.886,4.842,0.069,6.165,3.581,0.772,0.198,2.299,3.426,3.733,0.477,0.257,4.745,0.763,7.125,10.852,8.787,1.993,3.791,2.795,0.957,16.051,1.189,3.901,0.0,7.141,0.688,3.291,0.892,0.096,0.707,1.672,5.795,0.184,3.96,5.847,6.975,2.751,2.307,9.255,0.33,3.438,5.911,2.278,8.845,0.607
2009,1,6,0.055,0.119,1.576,5.763,7.952,0.004,2.113,1.793,22.528,0.424,0.019,1.498,1.872,0.399,0.623,1.314,6.515,1.681,5.202,1.559,1.54,0.025,1.26,1.788,0.981,2.473,0.311,0.04,0.436,0.047,0.0,0.276,5.526,0.816,0.008,3.688,1.253,4.569,0.027,5.262,6.983,0.497,0.499,0.697,5.074,0.163,0.363,2.685,2.543,2.04,0.929,0.101,6.849,0.0,0.452,0.0,5.273,13.422,2.083,0.946,1.054,3.079,7.506,4.64,0.33,1.37,0.147,0.065,4.979,6.35,12.292,7.11,1.634,2.769,2.61,13.306,4.244,4.415,1.167,5.196,0.65,4.781,0.634,0.28,5.54,3.808,1.525,3.557,1.487,0.343,2.121,4.315,0.404,0.133,0.337,0.751,0.0,3.195,4.744,3.81,21.946,2.65,0.137,3.668,1.811,3.144,4.296,4.932,0.476,3.538,0.002,13.883,3.043,0.662,6.846,0.226,0.143,0.0,5.833,5.48,4.001,0.527,0.959,2.512,3.842,5.28,1.526,12.913,14.749,0.32,8.103,1.876
2009,1,7,0.0,1.482,0.95,0.675,0.789,0.039,3.747,7.023,8.122,2.038,3.148,0.098,0.148,0.01,0.0,1.797,0.225,8.455,1.37,2.74,0.004,0.117,0.961,6.315,0.0,0.773,3.215,0.456,0.078,0.002,0.191,0.278,1.798,0.023,0.673,1.732,0.0,16.3,1.136,4.095,3.091,0.488,0.306,4.121,4.263,0.0,0.104,1.854,0.6,3.185,4.39,0.676,0.21,0.0,0.215,0.557,7.325,8.588,8.403,0.249,3.086,2.388,1.282,5.111,6.374,3.94,0.421,5.42,8.717,0.763,3.066,15.349,2.21,4.745,7.516,8.023,11.193,0.177,2.9,2.038,0.224,2.956,0.301,2.221,0.0,17.37,1.228,0.563,0.207,2.014,0.78,5.54,2.32,8.985,2.174,0.053,0.422,1.115,0.779,9.696,1.18,1.071,1.261,3.713,0.239,2.224,2.191,14.435,2.679,1.167,0.278,2.317,3.331,9.215,1.657,0.925,0.068,0.238,3.414,8.926,1.701,0.239,0.111,11.815,0.03,3.512,0.6,0.235,12.459,1.941,3.827,0.993
2009,1,8,3.062,2.106,0.601,4.526,4.11,0.001,5.017,6.963,14.5,2.416,1.174,0.042,0.924,0.0,0.0,1.118,0.352,6.746,0.122,1.179,0.0,3.661,1.148,0.21,1.236,0.114,4.573,0.073,0.006,0.0,0.013,0.0,2.299,0.095,2.385,3.333,0.051,10.79,1.681,4.036,5.669,0.357,0.091,8.708,4.461,0.0,1.098,2.548,0.612,7.473,2.359,1.734,0.123,0.102,1.049,3.179,0.975,2.673,8.003,0.369,1.621,0.472,2.954,0.922,1.75,2.56,3.109,5.397,6.143,0.0,1.612,1.321,2.164,10.641,2.743,4.889,12.602,1.236,2.404,6.593,1.76,1.055,0.286,0.952,0.0,11.762,0.113,2.99,1.172,4.554,5.348,3.356,0.178,9.327,0.348,0.141,0.015,0.01,1.037,10.884,0.509,3.353,5.253,0.559,0.299,3.109,1.445,14.726,1.034,2.399,0.002,8.463,5.964,12.083,1.202,0.465,0.13,5.426,0.0,0.943,6.18,6.64,0.34,9.983,0.817,1.939,0.049,0.001,3.926,3.173,1.249,1.704
2009,1,9,4.358,3.511,0.093,6.161,0.973,1.768,4.269,6.766,4.687,3.854,6.619,0.753,0.749,0.005,0.002,0.222,0.824,1.967,2.523,1.854,0.05,3.133,3.535,0.309,1.232,0.124,8.337,0.155,0.001,1.286,0.001,0.0,0.089,1.29,3.57,0.9,0.201,5.668,3.039,0.06,1.456,0.767,0.265,9.705,17.678,0.735,1.368,1.518,3.512,3.575,1.042,1.683,0.269,0.038,5.298,5.397,2.249,0.999,8.113,0.008,0.0,0.66,1.519,0.037,0.18,2.932,5.683,0.417,6.706,0.635,2.2,3.476,3.819,3.168,8.471,1.072,7.859,5.613,3.617,1.681,0.249,0.001,0.631,0.17,1.886,7.116,0.322,0.466,10.647,0.312,1.893,0.003,1.077,12.477,0.922,0.044,0.606,0.136,2.424,6.594,3.4,3.428,1.962,1.436,0.301,0.189,2.393,2.933,0.012,0.469,0.0,8.252,1.136,1.069,4.289,0.488,2.942,8.506,14.042,1.787,6.085,2.157,0.183,13.606,0.108,0.628,0.013,0.0,2.177,8.07,3.938,3.092
2009,1,10,1.044,0.998,1.737,14.91,1.79,4.014,3.582,4.089,3.172,3.986,1.577,13.297,2.683,0.044,0.043,0.168,0.016,0.636,1.96,0.942,1.698,2.782,2.144,2.864,0.824,0.011,5.311,0.396,1.642,0.325,0.0,0.0,0.585,2.368,0.093,0.154,1.538,0.319,1.14,1.351,14.076,1.641,3.167,8.62,4.776,1.736,3.879,4.556,1.936,7.224,18.767,2.212,2.232,0.154,2.104,0.087,1.195,3.319,3.5,0.182,0.117,1.275,0.0,1.823,3.34,0.548,17.327,0.045,0.46,0.315,7.069,5.67,3.087,4.03,4.223,1.181,12.105,11.889,0.0,1.186,0.166,0.429,2.007,0.784,0.434,0.495,1.278,4.48,2.398,0.104,5.457,0.034,8.825,1.711,1.06,0.931,0.205,0.714,9.177,2.662,2.475,1.008,0.31,1.028,0.449,1.696,0.195,2.732,0.121,0.238,0.451,0.154,0.012,9.516,1.675,0.088,6.524,1.5,15.505,6.098,2.089,2.529,0.448,9.262,1.735,4.815,1.407,0.317,3.304,11.691,8.793,1.723
2009,1,11,1.63,0.203,2.011,7.099,4.467,0.91,2.428,0.897,1.597,2.546,6.297,19.049,4.737,0.118,4.899,3.264,3.698,0.598,0.288,1.142,1.432,4.565,4.345,2.388,3.921,0.985,4.895,17.506,2.148,0.217,0.059,0.008,2.169,4.604,0.047,1.228,6.174,2.263,0.461,0.022,9.955,5.453,9.134,3.913,0.0,0.156,3.762,3.687,1.2,9.855,4.012,1.834,1.046,0.002,2.265,1.329,0.096,3.006,1.656,1.195,7.081,3.479,0.767,4.258,2.266,1.334,2.063,0.64,2.623,1.644,7.342,0.745,2.078,1.194,0.791,3.864,3.453,6.079,4.081,0.399,0.25,10.504,0.575,0.478,2.204,0.519,2.271,5.843,5.073,1.864,0.05,0.934,16.984,1.211,3.537,3.358,2.348,0.0,7.509,0.0,5.275,0.105,0.019,0.327,0.915,2.041,0.276,6.149,0.007,0.247,0.593,3.148,0.198,9.278,0.007,0.237,0.361,8.139,4.716,4.923,10.517,2.41,1.047,11.104,0.798,9.924,0.714,0.581,10.184,11.642,9.752,2.894
